-------------------------------------------------------------------
 Truss Report for "trusses/warren_rise.yaml" | 2023-05-10 21:27:31 
-------------------------------------------------------------------

------------------ Truss Info ------------------
Number of Nodes: 42
Number of Members: 118
Number of Materials: 1
Number of External Forces: 42
Number of Supports: 42
Solve Time: 0.016979 seconds
------------------------------------------------

Node Info
-----------|-----------------|-----|-----|---------------------|---------------------|---------------------|-----------------|
 Node ID   | X               | Y   | Z   | Displacement X      | Displacement Y      | Displacement Z      | Support Type    |
-----------|-----------------|-----|-----|---------------------|---------------------|---------------------|-----------------|
 0         | 0.0             | 0.0 | 0.0 | 0.0                 | 0.0                 | 0.0                 | PIN             |
 1         | 2.8125          | 0.0 | 0.2 | -0.0034             | 0.0039              | -0.0155             | NONE            |
 2         | 5.625           | 0.0 | 0.4 | -0.0063             | -0.0004             | -0.0439             | NONE            |
 3         | 0.0             | 3.2 | 0.0 | 0.0                 | 0.0                 | 0.0                 | PIN             |
 4         | 2.8125          | 3.2 | 0.2 | -0.0034             | 0.0039              | -0.0155             | NONE            |
 5         | 5.625           | 3.2 | 0.4 | -0.0064             | -0.0004             | -0.0439             | NONE            |
 6         | 8.8125          | 0.0 | 0.4 | -0.0037             | -0.003              | -0.0717             | NONE            |
 7         | 12.0            | 0.0 | 0.4 | 0.0001              | 0.0009              | -0.0834             | NONE            |
 8         | 15.1875         | 0.0 | 0.4 | 0.0038              | -0.0029             | -0.0717             | NONE            |
 9         | 18.375          | 0.0 | 0.4 | 0.0064              | -0.0003             | -0.0439             | NONE            |
 10        | 8.8125          | 3.2 | 0.4 | -0.0038             | -0.003              | -0.0717             | NONE            |
 11        | 12.0            | 3.2 | 0.4 | -0.0001             | 0.0009              | -0.0834             | NONE            |
 12        | 15.1875         | 3.2 | 0.4 | 0.0037              | -0.0029             | -0.0717             | NONE            |
 13        | 18.375          | 3.2 | 0.4 | 0.0063              | -0.0003             | -0.0439             | NONE            |
 14        | 21.1875         | 0.0 | 0.2 | 0.0034              | 0.004               | -0.0155             | NONE            |
 15        | 24.0            | 0.0 | 0.0 | 0.0                 | 0.0                 | 0.0                 | PIN             |
 16        | 21.1875         | 3.2 | 0.2 | 0.0034              | 0.004               | -0.0155             | NONE            |
 17        | 24.0            | 3.2 | 0.0 | 0.0                 | 0.0                 | 0.0                 | PIN             |
 18        | 0.0             | 0.0 | 2.2 | 0.0                 | 0.0                 | 0.0                 | PIN             |
 19        | 1.40625         | 0.0 | 2.3 | 0.003               | 0.0016              | -0.0068             | NONE            |
 20        | 4.21875         | 0.0 | 2.5 | 0.0096              | -0.0018             | -0.0286             | NONE            |
 21        | 0.0             | 3.2 | 2.2 | 0.0                 | 0.0                 | 0.0                 | PIN             |
 22        | 1.40625         | 3.2 | 2.3 | 0.003               | 0.0016              | -0.0068             | NONE            |
 23        | 4.21875         | 3.2 | 2.5 | 0.0095              | -0.0018             | -0.0286             | NONE            |
 24        | 5.625           | 0.0 | 2.6 | 0.0086              | -0.002              | -0.0417             | NONE            |
 25        | 7.21875         | 0.0 | 2.6 | 0.0066              | -0.0004             | -0.0588             | NONE            |
 26        | 10.40625        | 0.0 | 2.6 | 0.0026              | -0.0031             | -0.0789             | NONE            |
 27        | 13.59375        | 0.0 | 2.6 | -0.0024             | 0.0031              | -0.0789             | NONE            |
 28        | 16.78125        | 0.0 | 2.6 | -0.0064             | 0.0004              | -0.0587             | NONE            |
 29        | 18.375          | 0.0 | 2.6 | -0.0085             | 0.002               | -0.0416             | NONE            |
 30        | 5.625           | 3.2 | 2.6 | 0.0085              | -0.002              | -0.0416             | NONE            |
 31        | 7.21875         | 3.2 | 2.6 | 0.0064              | -0.0004             | -0.0587             | NONE            |
 32        | 10.40625        | 3.2 | 2.6 | 0.0024              | -0.0031             | -0.0789             | NONE            |
 33        | 13.59375        | 3.2 | 2.6 | -0.0025             | 0.0031              | -0.0789             | NONE            |
 34        | 16.78125        | 3.2 | 2.6 | -0.0066             | 0.0004              | -0.0588             | NONE            |
 35        | 18.375          | 3.2 | 2.6 | -0.0086             | 0.002               | -0.0417             | NONE            |
 36        | 19.78125        | 0.0 | 2.5 | -0.0095             | 0.0018              | -0.0286             | NONE            |
 37        | 22.59375        | 0.0 | 2.3 | -0.003              | -0.0016             | -0.0068             | NONE            |
 38        | 24.0            | 0.0 | 2.2 | 0.0                 | 0.0                 | 0.0                 | PIN             |
 39        | 19.78125        | 3.2 | 2.5 | -0.0095             | 0.0018              | -0.0286             | NONE            |
 40        | 22.59375        | 3.2 | 2.3 | -0.003              | -0.0016             | -0.0068             | NONE            |
 41        | 24.0            | 3.2 | 2.2 | 0.0                 | 0.0                 | 0.0                 | PIN             |
-----------|-----------------|-----|-----|---------------------|---------------------|---------------------|-----------------|

Member Info
-------------|-----------|-----------|-----------------|----------------|-----------------|-----------------|
 Member ID   | Node I    | Node J    | Material        | Area           | Force           | Stress          |
-------------|-----------|-----------|-----------------|----------------|-----------------|-----------------|
 0           | 0         | 1         | Steel           | 0.000441       | 141374.5581     | 320577229.3152  |
 1           | 1         | 2         | Steel           | 0.000144       | 49991.5888      | 347163811.3024  |
 2           | 3         | 4         | Steel           | 0.000441       | 141982.5723     | 321955946.244   |
 3           | 4         | 5         | Steel           | 0.000144       | 50482.2901      | 350571459.1185  |
 4           | 0         | 3         | Steel           | 9e-06          | 0.0             | 0.0             |
 5           | 1         | 4         | Steel           | 9e-06          | 0.0             | 0.0             |
 6           | 2         | 5         | Steel           | 9e-06          | -0.0            | -0.0            |
 7           | 2         | 6         | Steel           | 0.0001         | -16302.886      | -163028859.9028 |
 8           | 6         | 7         | Steel           | 0.000225       | -53381.7583     | -237252259.2437 |
 9           | 7         | 8         | Steel           | 0.000225       | -53286.8048     | -236830243.4148 |
 10          | 8         | 9         | Steel           | 0.0001         | -15965.7302     | -159657301.7588 |
 11          | 5         | 10        | Steel           | 0.0001         | -15979.5027     | -159795027.2083 |
 12          | 10        | 11        | Steel           | 0.000225       | -53272.5268     | -236766785.5764 |
 13          | 11        | 12        | Steel           | 0.000225       | -53396.2269     | -237316564.0346 |
 14          | 12        | 13        | Steel           | 0.0001         | -16289.304      | -162893040.0963 |
 15          | 6         | 10        | Steel           | 9e-06          | 0.0             | 0.0             |
 16          | 7         | 11        | Steel           | 9e-06          | 0.0             | 0.0             |
 17          | 8         | 12        | Steel           | 9e-06          | 0.0             | 0.0             |
 18          | 9         | 13        | Steel           | 9e-06          | -0.0            | -0.0            |
 19          | 9         | 14        | Steel           | 0.000144       | 50468.7915      | 350477719.0379  |
 20          | 14        | 15        | Steel           | 0.000441       | 141993.8992     | 321981630.926   |
 21          | 13        | 16        | Steel           | 0.000144       | 49978.2631      | 347071271.7175  |
 22          | 16        | 17        | Steel           | 0.000441       | 141386.0329     | 320603249.2005  |
 23          | 14        | 16        | Steel           | 9e-06          | 0.0             | 0.0             |
 24          | 15        | 17        | Steel           | 9e-06          | 0.0             | 0.0             |
 25          | 18        | 19        | Steel           | 0.000441       | -157173.8593    | -356403309.0911 |
 26          | 19        | 20        | Steel           | 0.000144       | -50895.6316     | -353441886.2332 |
 27          | 20        | 24        | Steel           | 0.0001         | 25913.617       | 259136169.7745  |
 28          | 21        | 22        | Steel           | 0.000441       | -156364.8388    | -354568795.5551 |
 29          | 22        | 23        | Steel           | 0.000144       | -50239.3957     | -348884692.4138 |
 30          | 23        | 30        | Steel           | 0.0001         | 26413.3078      | 264133078.1976  |
 31          | 18        | 21        | Steel           | 9e-06          | 0.0             | 0.0             |
 32          | 19        | 22        | Steel           | 9e-06          | 0.0             | 0.0             |
 33          | 20        | 23        | Steel           | 9e-06          | 0.0             | 0.0             |
 34          | 24        | 30        | Steel           | 9e-06          | -0.0            | -0.0            |
 35          | 24        | 25        | Steel           | 0.0001         | 26057.8689      | 260578688.8681  |
 36          | 25        | 26        | Steel           | 0.000324       | 81713.0531      | 252200781.1854  |
 37          | 26        | 27        | Steel           | 0.000324       | 100641.039      | 310620490.8729  |
 38          | 27        | 28        | Steel           | 0.000324       | 81913.839       | 252820490.825   |
 39          | 28        | 29        | Steel           | 0.0001         | 26348.3656      | 263483656.0773  |
 40          | 30        | 31        | Steel           | 0.0001         | 26346.7768      | 263467767.6184  |
 41          | 31        | 32        | Steel           | 0.000324       | 81914.8492      | 252823608.6668  |
 42          | 32        | 33        | Steel           | 0.000324       | 100640.1462     | 310617735.2775  |
 43          | 33        | 34        | Steel           | 0.000324       | 81714.7593      | 252206047.2772  |
 44          | 34        | 35        | Steel           | 0.0001         | 26057.6721      | 260576721.069   |
 45          | 25        | 31        | Steel           | 9e-06          | 0.0             | 0.0             |
 46          | 26        | 32        | Steel           | 9e-06          | -0.0            | -0.0            |
 47          | 27        | 33        | Steel           | 9e-06          | 0.0             | 0.0             |
 48          | 28        | 34        | Steel           | 9e-06          | 0.0             | 0.0             |
 49          | 29        | 35        | Steel           | 9e-06          | 0.0             | 0.0             |
 50          | 29        | 36        | Steel           | 0.0001         | 26414.9007      | 264149006.7782  |
 51          | 36        | 37        | Steel           | 0.000144       | -50239.3878     | -348884637.349  |
 52          | 37        | 38        | Steel           | 0.000441       | -156362.6553    | -354563844.2877 |
 53          | 35        | 39        | Steel           | 0.0001         | 25913.4197      | 259134197.0063  |
 54          | 39        | 40        | Steel           | 0.000144       | -50893.6283     | -353427974.0838 |
 55          | 40        | 41        | Steel           | 0.000441       | -157173.4158    | -356402303.4958 |
 56          | 36        | 39        | Steel           | 9e-06          | 0.0             | 0.0             |
 57          | 37        | 40        | Steel           | 9e-06          | 0.0             | 0.0             |
